,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
37,6c6NYPjO_rI,Python Simplified,OOP Class Inheritance and Private Class Members - Python for Beginners!,"Hi everyone! today we will do a quick classes and objects exercise!
We will practice everything we've learned in previous tutorials and we will also talk about:
🐍 class inheritance
🐍 private class members... and why they're not exactly private in Python 😅
🐍 in the very end - tips of how to avoid repetition!

In our exercise - we own a guitar store and we need to find a way to keep track of our inventory.
So through a verity of real-life examples we will discover all the qualities of classes along with their significance!
You can either follow along in your IDE or you can:

⭐ Clone My Tutorial Code ⭐
https://app.wayscript.com/lairs/55dfea4b-4f1e-4e70-a368-c1b1e3025963/public
(it's the same IDE I'm using in this tutorial - Wayscript!)

If you have any questions - please leave me a comment below and I'd love to help! 😊

🛑 PREVIOUS TUTORIALS 🛑
_____________________________
⭐ Objects and Classes for Beginners:
       https://youtu.be/f0TrMH9s-VE
⭐ Forest of Objects OpenCV Exercise:
       https://youtu.be/-LsuiVGO-88

⌚ TIME STAMPS ⌚
_____________________________
00:00 - intro
00:22 - init method
00:35 - attributes
01:26 - methods
01:49 - function vs method
02:57 - call method on object
03:13 - call method inside init
04:02 - class inheritance
05:09 - parent and child classes
06:15 - child methods
07:02 - replace child attributes
09:04 - private members
10:14 - bypass private members
11:42 - private methods
13:01 - tips to avoid repetition
15:52 - thanks for watching!

🙏 THANKS FOR WATCHING 🙏",,2022-03-22T15:00:11Z,41956,1962,,184,PT16M12S,hd,false
38,NVq2PDqwtnc,Python Simplified,Nvidia RTX 3080 Ti Giveaway!!! YOU CAN WIN the GPU of your dreams!!,"Welcome to the very fist giveaway of this channel! 🤩
I have some EXTRAORDINARY PRIZES for you which even Santa struggled to get this year!! 🎁🎁🎁 
I'm talking about one of the best graphics cards on the planet - ⭐ Nvidia GeForce RTX 3080 Ti ⭐which comes with 10,240 CUDA Cores and 12GB of GDDR5X memory 😱 (English translation: it's very powerful and fast! )
But that's not all! there's also a SECOND PLACE PRIZE of ⭐ 5 Deep Learning Institute Credits ⭐ which you can redeem for special workshops, courses and training on Nvidia's DLI (link below).

📝 GIVEAWAY CONDITIONS 📝
-------------------------------------------------------
1. You must register to the upcoming Nvidia GPU Technology Conference and you must 
     attend at least one session (link below).
2. You must be a subscriber of my channel.
-------------------------------------------------------
If both of these conditions are matched - please send me an email to:
3080tigiveaway@protonmail.com
with the following information:
1. your full name
2. your GTC registration invoice (or screenshot of the registration page)
3. a picture/screenshot of yourself attending a conference session 
    (it will NOT be posted anywhere, it's just for verification purposes - so no need to
    try to look extra pretty! well... only if you want to! 🥸)
4. a screenshot of my channel's homepage showing that you are subscribed.
-------------------------------------------------------
Once you've provided me ALL the above info - you will enter a draw!
The winner will be ⭐ announced live ⭐ and determined by the Gods of Python!! 
( as in - using a random shuffle command 🤪)

⚠️GTC STARTS: March 21st, 2022.
⚠️GTC ENDS (but you can watch it on-demand for 30 days): March 24th, 2022.
⚠️GIVEAWAY REGISTRATION ENDS ON: April 21st, 2022. 
      (which gives you a full month to attend all the sessions you'd like
      and collect all the screenshots).

PLEASE NOTE:
⚠️ Checkout the Legal Privacy Policy of this Giveaway:
   https://docs.google.com/document/d/1OxZB4x9LcLe1xwGsV0Na2pp8rdqa2Gx0cRtRSgY9MCw/edit?usp=sharing
⚠️ Entries that don’t comply with YouTubes Community Guidelines will be disqualified, more info here: https://www.youtube.com/howyoutubeworks/policies/community-guidelines/
⚠️ Please checkout YouTube's contest policy:  
     https://support.google.com/youtube/answer/1620498?hl=en
⚠️ YouTube is not a sponsor of this contest! it is not liable for anything related to my contest!
⚠️ I respect and follow the laws and regulations of Canada as well as your countries of residence.
     In case I am prevented by law to deliver to your country - I would have to follow the judicial laws,
     which are much more important than the rules of my giveaway.

🔗 Special Links 🔗
-------------------------------------------------------
1. Register to the GTC (🥇): 
    https://nvda.ws/3olmVrt
2. Checkout Nvidia's DLI (🥈):
    https://www.nvidia.com/en-us/training/

💪 Special Specs 💪
-------------------------------------------------------
GPU DIMENSIONS:
11.2"" (285 mm) long and 4.4"" (112 mm) wide

🙏 Thank you for watching! 🙏
-------------------------------------------------------
- GPU graphics from:
  https://nvidianews.nvidia.com/multimedia
- Video icons from:
  https://www.flaticon.com/","['GPU', 'graphics card', 'graphic card', 'nvidia', ""nvidia's"", 'rtx', 'ray tracing', 'ray-tracing', '3080ti', '3080 ti', 'geforce', 'geeforce', '3080']",2022-03-11T15:00:17Z,8434,499,,170,PT5M25S,hd,false
39,-AlFiS74aQg,Python Simplified,Ultimate Guide to Datetime! Python date and time objects for beginners,"Hi everyone! today we will talk about the Datetime module, which helps us load and manipulate date and time data in Python. The main reason why Datetime is so important is because Python doesn't really have a built-in data type for dates (and times) 🗓️⌚- but we can easily import them from the datetime module! 😀

So in this tutorial - we will discuss and experiment with the most important commands from the documentation, focusing on 3 different classes: date, datetime and time.
We will learn how to create and manipulate each of these and we will also convey them with different formatting methods.

⭐ Complete Tutorial Code: ⭐
https://app.wayscript.com/lairs/ac5fe2c7-3b0d-47f8-8b81-c53d530e96b8/public

⏰ TIMESTAMPS ⏰
----------------------------------------------------
00:00 - intro
00:27 - python date object
01:17 - date attributes
01:49 - date formatting
03:59 - replace date attributes
04:33 - countdown to date
05:44 - load date using attributes
06:18 - load date using string
07:03 - find weekday of date
07:40 - python datetime object
08:16 - datetime attributes
09:31 - load datetime using string
11:02 - advanced datetime formatting
12:14 - time zone attribute
12:35 - datetime time object
13:44 - convert 24 hour time to 12 hour time
14:28 - combine date and time objects into a datetime object
15:25 - thanks for watching!

🔗 LINKS FROM TUTORIAL 🔗
----------------------------------------------------
⭐ Classes and Objects Tutorial:
       https://youtu.be/f0TrMH9s-VE

⭐ Datetime Documentation - format codes:
       https://docs.python.org/3/library/datetime.html

👋 THANKS FOR WATCHING 👋
----------------------------------------------------
and thank you to flaticon.com for the icon!","['datetime', 'date and time', 'date & time', 'date&time', 'dateandtime', 'date data type', 'time data type', 'python date', 'python datetime']",2022-02-28T15:30:01Z,21228,1018,,149,PT15M50S,hd,false
40,qDdQ4HY7Q1g,Python Simplified,"Bridal Falls in Chilliwack, British Columbia 🤩",,,2022-02-21T23:41:51Z,4019,208,,40,PT15S,hd,false
41,iFADsRDJhDM,Python Simplified,Inference with Torch-TensorRT Deep Learning Prediction for Beginners - CPU vs CUDA vs TensorRT,"Hi everyone! 😀 In the last video we've seen how to accelerate the speed of our programs with Pytorch and CUDA - today we will take it another step further with Torch-TensorRT!
We will focus on a Machine Learning process called Inference (which is when the model is trained, perfected and ready to make a prediction). 
For this we will load a state-of-the-art artificial neural network and we will use it to classify a picture of my cat! 🙀🙀🙀
Specifically - we will borrow ResNet50 for our little Pytorch experiment! 😉 
We will also run a speed test comparing Pytorch models running on CPU, on CUDA and on Torch-TensorRT - which of these do you think is faster??

⏲️ TIMESTAMPS ⏲️
-----------------------------------
00:00 - intro
01:05 - clone Torch-TensorRT
01:40 - install and setup Docker
03:52 - install Nvidia Container Toolkit & Nvidia Docker 2
05:02 - Torch-TensorRT container (option #1)
07:22 - Torch-TensorRT Nvidia NGC container (option #2)
09:00 - import Pytorch
09:16 - load ResNet50
10:25 - load sample image
11:45 - sample image transforms
14:48 - batch size
16:19 - prediction with ResNet50
17:12 - softmax function
18:07 - ImageNet class number to name mapping
20:10 - predict top 5 classes of sample image (topk)
23:33 - speed test benchmark function
27:33 - CPU benchmarks
28:13 - CUDA benchmarks
30:09 - trace model
31:20 - convert traced model into a Torch-TensorRT model
33:02 - TensorRT benchmarks
34:32 - download Jupyter Notebook
34:50 - HOW DID I MISS THIS???
35:31 - thanks for watching!

🛑 REFERENCED TUTORIALS 🛑
----------------------------------------------------------------------
⭐ CUDA Parallel Computing for beginners: 
    https://youtu.be/r9IqwpMR9TE
⭐ Neural Networks for beginners:
    https://youtu.be/i1AqHG4k8mE
⭐ Machine Learning Databases:
    https://youtu.be/8z2oLfK2sIc
⭐ Gradient Descent:
    https://youtu.be/jwStsp8JUPU

⭐ INSTALLATION LINKS AND BASH COMMANDS ⭐
--------------------------------------------------------------------------------------
1. Clone Torch-TensorRT and change directory:
    $ git clone https://github.com/NVIDIA/Torch-TensorRT
    $ cd Torch-TensorRT

2. Docker installation guide: 
https://docs.nvidia.com/datacenter/cloud-native/container-toolkit/install-guide.html#docker

    $ curl https://get.docker.com | sh \ && sudo systemctl --now enable docker
    $ sudo groupadd docker
    $ sudo usermod -aG docker $USER
    $ newgrp docker
    $ docker run hello-world

3. Nvidia Docker 2 installation:

    $ distribution=$(. /etc/os-release;echo $ID$VERSION_ID) \ && curl -s -L https://nvidia.github.io/nvidia-docker/gpgkey | sudo apt-key add - \ && curl -s -L https://nvidia.github.io/nvidia-docker/$distribution/nvidia-dock er.list | sudo tee /etc/apt/sources.list.d/nvidia-docker.list
    $ sudo apt-get update
    $ sudo apt-get install -y nvidia-docker2
    $ sudo systemctl restart docker
    $ sudo docker run --rm --gpus all nvidia/cuda:11.0-base nvidia-smi

4. Official Torch TensorRT Container:

    $ docker build -t torch_tensorrt -f ./docker/Dockerfile .
    $ docker run --gpus=all --rm -it -v $PWD:/Torch-TensorRT --net=host --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 torch_tensorrt:latest bash
    $ cd /Torch-TensorRT/notebooks
    $ jupyter notebook --allow-root --ip 0.0.0.0 --port 8888

5. Nvidia NGC Container (alternative to 4):
https://catalog.ngc.nvidia.com/orgs/nvidia/containers/pytorch

    $ docker pull nvcr.io/nvidia/pytorch:21.12-py3
    $ docker run --net=host --gpus all -it --rm -v local_dir:/container_dir nvcr.io/nvidia/pytorch:21.12-py3
    $ jupyter notebook --allow-root --ip 0.0.0.0 --port 8888

6. My cats picture:
    https://github.com/MariyaSha/Inference_withTorchTensorRT/blob/main/img1.jpg

7. Transforms Normalize - Pytorch Documentation:
    https://pytorch.org/vision/stable/transforms.html

8. ImageNet class to name mapping:
    https://github.com/pytorch/hub/blob/master/imagenet_classes.txt

9. Complete Notebook on Github:
    https://github.com/MariyaSha/Inference_withTorchTensorRT

---------------------------------------------------------------------------
💗 THANK YOU SO MUCH FOR WATCHING! 💗

- Sound effect by: https://www.zapsplat.com
- Icons by: https://www.flaticon.com/
- Resnet50 image by: https://commons.wikimedia.org/wiki/File:ResNet50.png","['trt', 'torch tensor rt', 'torch tensorrt', 'tensorrt', 'torch_tensorrt', 'pytorch', 'cuda']",2022-02-20T16:00:11Z,13982,527,,79,PT36M25S,hd,false
42,SVJYiMFQTZE,Python Simplified,"Code Jam Begins! Rules, Instructions And Everything Else You Need To Know!","Hi Everyone! It's already February 5th somewhere in the world - which means it's time to start jamming! 😀😀😀
In this video you will see instructions on how to join our Discord server, you can do it here: https://discord.gg/wgTTmsWmXA
You'll need to give a 👍 to our rules in the ""welcome-and-rules"" channel - then you can access the rest of the server and have lots of fun with us! 😊
To access your private team channel - please request it with:
/request role:TOPIC_NAME
for example: ""/request role:cyber-security-team-1""
We have a very nice bot that will approve you immediately - or one of us mods will 😉

⭐ Find Your Team ⭐ 
https://docs.google.com/spreadsheets/d/1xVPNepTG3ARjhesw4RuF7xrz3tY_IdKT3QnR5G0ecig/edit?usp=sharing

⭐ Free Logo Resources ⭐
https://www.flaticon.com/
https://www.freepik.com/

⚠️ TO WIN THIS CODE JAM ⚠️
you'll need to impress my lovely team of moderators! 😊
their marking criteria:
1. creativity
2. code clarity - can somebody other than the team members understand the code? is it nice and neat?
3. innovation - have you seen anything like this before? or was it implemented in such way?
4. functionality - does it work? 🤪
5. user experience - how convenient is your app/service for the average user?
6. design - how appealing are the aesthetics? do you like it? (personal taste kind of thing...)
7. modularity and separation of concerns - different pieces of functionality bundled in different functions, HTML in a different file than your CSS or Python, etc.
8. teamwork - did all the active team members contributed equally?
9. clear README documentation - please make sure you give us a briefing of your project along with the roles that each team member had (otherwise we can grade your teamwork at criteria 8 😉)
10. clever control flow - smart use of conditional statements and loops
11. EFFORT!!!

Thank you so much for my AMAZING moderators!!
Thank you to all the participants!

GOOD LUCK and I will see you on Discord!!! 😁",,2022-02-05T05:00:15Z,6734,280,,40,PT2M11S,hd,false
43,v3CSQkPJtAc,Python Simplified,"Flask SQLite Web Application Step by Step Tutorial - HTML, Jinja, CSS, JavaScript, Python","In this tutorial we will see how to create a web application using Flask and SQLite. Flask is a web framework using Python for the backend, HTML and Jinja for templating, CSS for styling and JavaScript for client side interactions.
So today, will not only connect databases to a Flask server - but we will also learn how to use all the perks of this framework.
And the crème de la crème?
We will deploy our application to production directly from our IDE! 😱😱😱

Speaking of my IDE, I'm using a brand new version of Wayscript, which is now available for the wide public. You can get here: https://app.wayscript.com

⭐ Clone Complete Groceries App: ⭐
https://app.wayscript.com/lairs/8efe30b2-17c0-4b0f-8c51-5852891b723c/public/

⭐ Clone Starter Files from Wayscript: ⭐
https://app.wayscript.com/lairs/3042f3c6-03ec-4afe-9a6c-bc8c8d981363/public/

⭐ Deployed Groceries App ⭐
https://splendid-serpent-island-dev.wayscript.cloud

⭐ Clone Starter Files from Github: ⭐
https://github.com/MariyaSha/groceriesList

⏰ TIME STAMPS ⏰
---------------------------------------------------------------
00:00 - Intro
00:48 - starter files walkthrough
02:31 - connect SQLite database to Flask
04:16 - deploy app to development environment
05:18 - preprocess database data
07:08 - HTML template
08:04 - Jinja2 templating
09:44 - database entries as form options
15:39 - database entries as checkbox elements
18:08 - Flask Session (global data)
24:48 - CSS styling
33:14 - connect JavaScript to Flask
34:46 - JavaScript client side interactions
38:43 - testing the app
39:26 - deploy app to production with Wayscript
41:01 - challenge!
41:17 - thanks for watching!

💻 run Flask locally on Windows machine 💻
---------------------------------------------------------------
⭐ navigate to project directory:
      cd path/to/my_directory
⭐ if the name of your Flask Python file is ""my_app.py""
      set FLASK_APP=my_app
      set FLASK_ENV=development
      flask run
⭐ in your browser navigate to:
      localhost:5000

💻 run Flask locally on Linux machine 💻
---------------------------------------------------------------
⭐ navigate to project directory:
      $ cd path/to/my_directory
⭐ if the name of your Flask Python file is ""my_app.py""
      $ export FLASK_APP=my_app
      $ export FLASK_ENV=development
      $ flask run
⭐ in your browser navigate to:
      localhost:5000

🔗 IMPORTANT LINKS 🔗
---------------------------------------------------------------
⭐ Github Logo from tutorial:
       https://raw.githubusercontent.com/MariyaSha/groceriesList/main/logo_black.png
⭐ my previous Flask tutorial:
       https://youtu.be/6plVs_ytIH8
⭐ my previous SQLite tutorial:
       https://youtu.be/Ohj-CqALrwk

🙏 THANK YOU 🙏
**********************************
Thank you so much for watching! 😀
Thank you to Flaticon for the notes icon: www.flaticon.com",,2022-02-03T16:30:26Z,39436,1229,,138,PT41M43S,hd,false
44,mTZ_dzcrV48,Python Simplified,Flask with Sqlite Web Application Preview - Upcoming Tutorial,,,2022-01-28T16:38:07Z,8143,443,,32,PT50S,hd,false
45,zN2Hua6oII0,Python Simplified,"Basic Guide to Pandas! Tricks, Shortcuts, Must Know Commands! Python for Beginners","🛑 Quick Correction to DATA MANIPULATION 🛑
data[""bmi""] = data[""weight""]/(data[""height""]**2)
No need for a ""for"" loop! it's slower and wastes resources - while the above example is perfect!

Hi everyone! Today we will talk about all the useful things we can do with Pandas! 🐼🐼🐼
Pandas is a Python library that's all about data structures and tables. In this video we will cover its important methods as well as all the tricks and shortcuts to get you to pro level within 20 minutes! 💪🤩

If you're curious about my IDE - I'm using Wayscript which is now available for the wide public! you no longer need an invitation, you can simply sign up with the following link: https://app.wayscript.com

⭐ Clone Complete Lesson Code: ⭐
https://app.wayscript.com/lairs/61300d18-58e7-4b8d-8889-74e22d70fe59/public

⭐ Wayscript X QuickStart Guide ⭐
https://wsxdocs.wayscript.com/quickstart

⏰ TIME STAMPS ⏰
**********************************
00:00 - intro
00:24 - install and import Pandas
00:38 - create a Data Frame
02:00 - add column name
02:37 - add new columns
03:52 - select column in Data Frame
04:17 - select value in Data Frame
04:37 - select row in Data Frame
05:30 - manipulate data
07:30 - save Data Frame to csv file
07:58 - comma delimited vs tab delimited
08:49 - save Data Frame to text file
09:11 - load Data Frame from file
10:33 - load SQL database to Data Frame
11:57 - head and tail methods
12:53 - filter data entries
14:00 - replace data entries
14:48 - remove columns
16:20 - add new rows to Data Frame
18:00 - remove duplicates
20:33 - thanks for watching!
**********************************

💻 IMPORTANT VIDEOS 💻
**********************************
⭐ Make SQLite Database of GTA games:
       https://youtu.be/Ohj-CqALrwk

⭐ Pandas Read HTML Web Scraping Method:
       https://youtu.be/oF-EMiPZQGA

⭐ Make graphs with Pandas:
       https://youtu.be/P4F3PzCMrtk

🙏 THANK YOU 🙏
**********************************
Thank you so much for watching! 😀
Thank you to Zapsplat for the ""swoosh"" sound effect: zapsplat.com
Thank you to Flaticon for the thumbnail icon: www.flaticon.com","['pandas', 'pd', 'python pandas', 'python data science']",2022-01-23T16:00:11Z,79188,2973,,180,PT20M52S,hd,false
46,we6ae9ivveo,Python Simplified,Code jam registration is over! official dates/teams announcement on Friday!,,,2022-01-18T22:46:45Z,5832,263,,32,PT35S,hd,false
47,szNOkNdMSjY,Python Simplified,Special Announcement : Code Jam 2022 is on the way! 🛑REGISTRATION IS OVER🛑,"Hi Everyone, this is a special announcement video!
My lovely team of Discord moderators and I are organizing our very first code jam!! 🥳🥳🥳

🛑 CODE JAM REGISTRATION IS OVER! OFFICIAL ANNOUNCEMENT ON FRIDAY JAN 21ST  🛑
Short Pre-Announcement: https://youtu.be/we6ae9ivveo

We welcome everybody to join us regardless of your level of programming experience. 
Our main goal is to mimic a start up company where people with different skillsets are working together towards the same goal. And we also want to experience all the different stages of application developments - starting from planning, design, development, production, etc.

If you would like to participate, please fill up the Google Form I'm including below - this will help us pair you with the perfect team! 😀

We really appreciate your help as it's the first time we're organizing such an event and without your input - we're not sure what to expect 😅

⭐ Sign up here (Google Forms) ⭐
 🛑 REGISTRATION IS OVER... SORRY, SEE YOU IN THE NEXT JAM! 🛑
        https://youtu.be/we6ae9ivveo

⭐ Join our Discord server ⭐
      https://discord.gg/WxDu2fNW3g

Thank you so much for watching and taking the time to fill the form! 😊
Also, thank you to flaticon.com for the icons!",['codejam'],2022-01-12T16:00:32Z,6315,405,,82,PT3M1S,hd,false
48,oF-EMiPZQGA,Python Simplified,Much Better Web Scraping with Pandas - Automatically Extract All Table Elements From a Web Page!,"In this video, I'll show you an INCREDIBLE shortcut for web scraping HTML tables!!!
This shortcut is a single command that skips the entire process of accessing the Developer Tools and finding specific elements on the page! 😱
We will use the 🐼 Pandas read_html method 🐼 - and extract a list of all the table elements found at a given URL (table headers, table data, table rows).
So with this single command - we actually end up solving a problem that took more than 15 minutes to solve in the recent Mechanical Soup tutorial!! 😵‍💫😵‍💫😵‍💫
(which can be found here: https://youtu.be/MkGQmZoMuRM)

But wait... it sounds too good to be true! where's the catch?? 🤪
Unfortunately, this method is restricted to table elements only and it can't be used for traditional web scraping perks such as logging in, filling forms or pressing on buttons. 
However, if scraping HTML tables is exactly what you seek - this tutorial will change your life!!! (well... maybe just slightly 😅)

***************************
⏰ TIME STAMPS ⏰
***************************
00:00 - intro
00:46 - install pandas and lxml
01:34 - read HTML method
02:22 - fix SSL Cert Verification Error and URL Error
03:08 - find a single table in read_html
04:26 - benefits and disadvantages of read_html over Mechanical Soup
05:01 - credits and thanks for watching!

📺 USEFUL TUTORIALS 📺
***************************
⭐⭐ web scraping databases with SQLite and Mechanical Soup:
       https://youtu.be/MkGQmZoMuRM

⭐ web scraping images with Mechanical Soup:
       https://youtu.be/drDdb1MBBfI
⭐ web scraping DOM elements with Beautiful Soup:
       https://youtu.be/ySNSY7iiBDY
⭐ interacting with LinkedIn using Selenium:
       https://youtu.be/7aIb6iQZkDw
⭐ web scraping entire Facebook image gallery with Selenium:
       https://youtu.be/SsXcyoevkV0
⭐ web scraping Instagram images with Selenium:
       https://youtu.be/iJGvYBH9mcY

🔗 USEFUL LINKS 🔗
***************************
⭐ complete code on Github:
       https://github.com/MariyaSha/WebscrapingDatabases/blob/main/scraper_Pandas.ipynb
⭐ URL used in video:
      https://en.wikipedia.org/wiki/Comparison_of_Linux_distributions
⭐SSL Certificate error fix:
     https://github.com/prisma-labs/python-graphql-client/issues/13

🙏 THANK YOU 🙏
***************************
Thank you so much for watching and for all your support! 
An extra special thank you to Ditto for suggesting the read_html method! 😀
Also, thanks to flaticon.com for the lovely icons at the end of the video

See you soon in a brand new Flask + Sqlite tutorial! 💟","['pd', 'pandas', 'read_html', 'read html']",2022-01-04T15:00:34Z,47248,2357,,162,PT5M29S,hd,false
49,r9IqwpMR9TE,Python Simplified,CUDA Simply Explained - GPU vs CPU Parallel Computing for Beginners,"In this tutorial, we will talk about CUDA and how it helps us accelerate the speed of our programs. Additionally, we will discuss the difference between processors (CPUs) and graphic cards (GPUs) and how come we can use both to process code.
By the end of this video - we will install CUDA and perform a quick speed test comparing the speed of our GPU with the speed of our CPU. We will create 2 extremely large data structures with PyTorch and we will multiply one by the other to test the performance.
Specifically, I'll be comparing Nvidia's GeForce RTX 3090 GPU with Intel's i9-12900K 12th-Gen Alder Lake Processor (with DDR5 memory).
I'll be posting some more advanced benchmarks in the next few tutorials, as the code I'm demonstrating in this video is 100% beginner-friendly!

⏲️ Time Stamps ⏲️
*****************************************
00:00 - what is CUDA?
00:47 - how processors (CPU) operate?
01:42 - CPU multitasking
03:16 - how graphic cards (GPU) operate?
04:02 - how come GPUs can run code faster than CPUs?
04:59 - benefits of using CUDA
06:03 - verify our GPU is capable of CUDA
06:48 - install CUDA with Anaconda and PyTorch
09:22 - verify if CUDA installation was successful
10:32 - CPU vs GPU speed test with PyTorch 
14:20 - freeze CPU with torch.cuda.synchronize()
15:51 - speed test results
17:55 - CUDA for systems with multiple GPUs
18:28 - next tutorials and thanks for watching!

🔗 Important Links 🔗
*****************************************
⭐ My Anaconda Tutorial for Beginners:
      https://youtu.be/MUZtVEDKXsk

⭐ My CUDA vs. TensorRT Tutorial for Beginners:
       https://youtu.be/iFADsRDJhDM

⭐ CUDA Enabled GPUS:
      https://developer.nvidia.com/cuda-gpus

⭐ Complete Notebook Code:
      https://github.com/MariyaSha/CUDA_speedtest

💻 Install with VENV instead of Anaconda (LINUX) 💻
*****************************************
❗install venv:
     $ sudo apt-get install -y python3-venv

🥇create working environment: 
     $ python3 -m venv my_env

🥈activate working environment: 
     $ source my_env/bin/activate

🥉install PIP3 and PyTorch+CUDA: 
     (my_env) $ sudo apt install python3-pip
     (my_env) $ pip3 install torch==1.10.1+cu113 torchvision==0.11.2+cu113 torchaudio==0.10.1+cu113 -f https://download.pytorch.org/whl/cu113/torch_stable.html

🏆more information about VENV:
https://docs.python.org/3/library/venv.html

🏆more information about installing Pytorch:
https://pytorch.org/get-started/locally/

🙏SPECIAL THANK YOU 🙏
*****************************************
Thank you so much to Robert from Nvidia for helping me with the speed test code!

Thank you to SFX Buzz for the scratched record sound:
https://www.sfxbuzz.com/

Thank you to Flat Icon for the beautiful icon graphics:
https://www.flaticon.com/","['cuda', 'cudatoolkit', 'cuda toolkit', 'parallel computing', 'parallel programming', 'multitasking', 'multiprocessing', 'multi processing', 'gpu', 'cpu', 'graphics card', 'graphic card', 'processor', 'computer hardware']",2021-12-25T16:00:12Z,117869,4356,,358,PT19M11S,hd,false
50,etvAL6iHRXw,Python Simplified,I've promised to capture the snowfall for all the folks living in warm countries! 😄,,,2021-12-20T18:27:15Z,4816,356,,71,PT26S,hd,false
51,yl7jGe5jkuQ,Python Simplified,"When ROG, Nvidia and Intel make a baby!! my 3090 12th gen DDR5 realness is officially ready! 😍😍😍",,,2021-12-10T16:50:35Z,5652,233,,58,PT28S,hd,false
52,MkGQmZoMuRM,Python Simplified,Web Scraping Databases with Mechanical Soup and SQlite,"Hi Everyone! In this step by step tutorial, we will extract a huge table of data from the internet and store it inside an SQLite database! 
To keep things simple I've chosen a Wikipedia table, but I highly encourage you to apply the same principles on data that updates a bit more frequently (for example weather forecasts) 😃

If you're curious about my IDE - I'm using Wayscript which is now available for the wide public! you no longer need an invitation, you can simply sign up with the following link: https://app.wayscript.com

⭐clone complete tutorial code⭐
https://app.wayscript.com/lairs/517c9eb3-a662-41ec-9fe8-c09b2a7559bc/public

⏰ TIMESTAMPS ⏰
***************************************
00:00 - intro
00:34 - imports and installs
01:42 - web scraping with mechanical soup
02:20 - select HTML table elements
03:47 - extract element attributes
06:11 - find the index value of a list item
07:13 - extract multiple columns of table data
09:44 - organize extracted columns
12:44 - enumerate function
14:02 - dictionary to data frame
14:53 - create SQLite database
15:36 - create SQLite table 
16:35 - insert Pandas data frame into SQlite table
17:26 - save data permanently inside database file
18:49 - thanks for watching!

💻 CODE AND IMPORTANT LINKS 💻
***************************************
⭐ URL used in the tutorial: 
      https://en.wikipedia.org/wiki/Comparison_of_Linux_distributions

⭐ complete code repository on Github:
     https://github.com/MariyaSha/WebscrapingDatabases

⭐install SQLite on Linux:
     sudo apt install sqlite3

⭐install SQLite on Windows:
     Download the Precompiled Binaries for Windows zip file from SQLite docs:
     https://www.sqlite.org/download.html

⭐install SQLite on MAC or Anaconda:
     no need to install - you already have it! 😁

⭐ code used in the tutorial:
column_names = [""Founder"", 
                ""Maintainer"", 
                ""Initial_Release_Year"", 
                ""Current_Stable_Version"", 
                ""Security_Updates"", 
                ""Release_Date"", 
                ""System_Distribution_Commitment"", 
                ""Forked_From"", 
                ""Target_Audience"", 
                ""Cost"", 
                ""Status""]

📽️ RELATED TUTORIALS📽️
***************************************
🌞 Much Better HTML table Web Scraping with Pandas:
       https://youtu.be/oF-EMiPZQGA

🌞 SQLite Databases for Beginners:
       https://youtu.be/Ohj-CqALrwk

🌞 Web Scraping Images with Mechanical Soup:
      https://youtu.be/drDdb1MBBfI

🌞 Web Scraping Text with Beautiful Soup:
      https://youtu.be/ySNSY7iiBDY","['sqlite', 'sqlit', 'sq lite', 'sqlite3', 'mechanicalsoup', 'mechanical soup', 'ms', 'python', 'python programming', 'webscrape', 'web scrape', 'automate', 'automation']",2021-12-05T16:00:12Z,72122,2525,,198,PT19M19S,hd,false
